,0
4534,Data pre-processing
4535,NuTonomy
4536,Sex World
4537,T-elos
4538,Synthetic Environment for Analysis and Simulations
4539,The Godwhale
4540,Accelerando
4541,Synthetic vision system
4542,Sinkov statistic
4543,Godzilla vs. Megalon
4544,Digital curation
4545,Well-founded semantics
4546,Work stealing
4547,Chessgames.com
4548,Ron Kimmel
4549,Ronald J. Brachman
4550,Extension (predicate logic)
4551,One-shot learning
4552,Barrier function
4553,White
4554,James Rhodes (Marvel Cinematic Universe)
4555,The Fall (video game)
4556,European Robotic Arm
4557,Ora Lassila
4558,Physicalism
4559,Massive Online Analysis
4560,Predix (software)
4561,Social localisation
4562,Engan languages
4563,DxOMark
4564,FlowerChecker
4565,Active shape model
4566,Generalized Procrustes analysis
4567,Robot-assisted surgery
4568,HP-150
4569,Sam Labs
4570,Omnicircus
4571,ReCAPTCHA
4572,Shadow Hand
4573,Sirius Joyport
4574,Nick Zhang
4575,Computational heuristic intelligence
4576,MV Yara Birkeland
4577,Ribo (robot)
4578,Record of a Spaceborn Few
4579,Biogeography-based optimization
4580,SWF
4581,.ani
4582,Surrogates
4583,Kenji Urada
4584,Match Analysis
4585,Nonobtuse mesh
4586,Multiclass classification
4587,Teletank
4588,LOPES (exoskeleton)
4589,Model-based reasoning
4590,Mohamed bin Zayed University of Artificial Intelligence
4591,Ping Zhang
4592,Spot the difference
4593,Finger Touching Cell Phone
4594,Oto-Manguean languages
4595,CHILESCOPE
4596,Tag (metadata)
4597,Diazonium compound
4598,Landmark point
4599,True quantified Boolean formula
4600,Inquest of Pilot Pirx
4601,Erek King
4602,Thermotrope
4603,WordLift
4604,Kidscom.com
4605,Iron Man
4606,James F. Allen
4607,Sociology of quantification
4608,Truecasing
4609,The Matrix (franchise)
4610,ConEmu
4611,Rottweiler (film)
4612,Leila Takayama
4613,Planning Domain Definition Language
4614,Hemispherical photography
4615,Tf–idf
4616,Epiphan Systems
4617,Chess24.com
4618,Terrainability
4619,North American Chapter of the Association for Computational Linguistics
4620,Mark Rappaport (creature effects artist)
4621,Conceptual dependency theory
4622,Prenex normal form
4623,Reactionary
4624,Word sketch
4625,Languages used on the Internet
4626,New Story (charity)
4627,Stickam
4628,"Please, Don't Touch Anything"
4629,Cox model engine
4630,4D film
4631,.webp
4632,Armin Gruen
4633,Subject Headings Authority File
4634,Gensim
4635,Fairway Solitaire
4636,Adaptive Multi-Rate audio codec
4637,Monster Train
4638,Radiometric calibration
4639,Zeeboids
4640,Hi Target UAV
4641,SCIgen
4642,David Waltz
4643,Fable II Pub Games
4644,VR photography
4645,Decision support system
4646,Interchangeability algorithm
4647,Object locative environment coordinate system
4648,High-performance fuzzy computing
4649,Never-Ending Language Learning
4650,Robotrix
4651,End-user computing
4652,Wireless identity theft
4653,ShapeWriter
4654,Tomas Mikolov
4655,FlyTech Dragonfly
4656,Northern Tasmanian languages
4657,Smart Tag
4658,Zhou Zhi-Hua
4659,Spatial verification
4660,Modulus robot
4661,Knowledge inertia
4662,Marina Jirotka
4663,Videotelephony
4664,Anders Sandberg
4665,Orthographic projection
4666,Radial basis function
4667,Genetic memory (computer science)
4668,Vulkan (API)
4669,Visual sensor network
4670,Sara Kiesler
4671,General Motors EN-V
4672,IMakr
4673,Smart band
4674,Phosphoramide
4675,Padhraic Smyth
4676,Neon color spreading
4677,Schlick's approximation
4678,Nokia Lumia 830
4679,Skill chaining
4680,Queueing theory
4681,Graphical models for protein structure
4682,Tux Droid
4683,Tanken Driland
4684,"Authors Guild, Inc. v. HathiTrust"
4685,Cyclodisparity
4686,Counting quantification
4687,Monitor filter
4688,Bhuvan
4689,Skype for Business
4690,VirtuSphere
4691,Rule-based system
4692,SeeReal Technologies
4693,Roberts cross
4694,CloudPets
4695,Cats (2019 film)
4696,Random walker algorithm
4697,Robert Hecht-Nielsen
4698,Blade Runner 2049 (soundtrack)
4699,Subdigitals
4700,Translate Toolkit
4701,Narrowing of algebraic value sets
4702,Souls of Pe and Nekhen
4703,Daniel Goossens
4704,Mehryar Mohri
4705,Sugeno integral
4706,Cargo Dragon C208
4707,Pictive
4708,Jaccard index
4709,GEOS (16-bit operating system)
4710,I Measure U
4711,Cox Models
4712,"Sensory, Inc."
4713,Squirmer (BEAM)
4714,Robotic process automation
4715,Terminator (Dark Horse Comics)
4716,IMAX Corporation
4717,John Alan Robinson
4718,GammaFax
4719,Cellular neural network
4720,RSA blocker tag
4721,Multi-label classification
4722,Charge-coupled device
4723,Ordinal tree
4724,Nokia 5530 XpressMusic
4725,Averbis
4726,MECE principle
4727,Robot series
4728,La Sagra Observatory
4729,Selmer Bringsjord
4730,Mephisto (chess computer)
4731,RoboNexus
4732,Xiaomi Mi Band
4733,Barcode printer
4734,National Corpus of Polish
4735,Andy Clark
4736,Yooreeka
4737,The Girl and the Robot
4738,Isolated brain
4739,Directional Cubic Convolution Interpolation
4740,Geometric hashing
4741,Mathematics of artificial neural networks
4742,Total Recall 2070
4743,Human action cycle
4744,John Searle
4745,Bill & Ted's Bogus Journey
4746,Stimulus–response compatibility
4747,Steve Whittaker
4748,NGC 1023 Group
4749,Doomsday Book (film)
4750,Project DIANE
4751,Target Motion Analysis
4752,User virtualization
4753,Print disability
4754,AI for Good
4755,Fuzzy routing
4756,Tamagotchi effect
4757,FreeTrack
4758,The Transformers (Marvel Comics)
4759,Self-Service Semantic Suite
4760,Knowledge-based engineering
4761,Miswart
4762,Innovation Center for Artificial Intelligence
4763,Data culture
4764,Pixel aspect ratio
4765,Kodenshi AUK Group
4766,ReadSoft
4767,Input device
4768,Domo (robot)
4769,Tales from the Loop (role-playing game)
4770,EyeVerify
4771,Steerable filter
4772,TAC-2
4773,Voyage from Yesteryear
4774,IFit (brand)
4775,Geo warping
4776,Wake (Sawyer novel)
4777,Analogical modeling
4778,Neural gas
4779,Pointing device gesture
4780,Information Sciences Institute
4781,Whitening transformation
4782,Comparison of different machine translation approaches
4783,Hillcrest Labs
4784,Tonto (Metabarons)
4785,Skynet (video game)
4786,Megvii
4787,Netpbm
4788,DARwIn-OP
4789,Usability lab
4790,The Stepford Wives
4791,David Rumelhart
4792,Outstar
4793,Binary image
4794,Blade Runner Black Out 2022
4795,Magnadata Group
4796,CubeStormer II
4797,Italian Lakes
4798,Crowd simulation
4799,Spherical basis
4800,MIL-STD-188
4801,Embodied language processing
4802,Android Re-Enactment
4803,Torch (machine learning)
4804,Tobot
4805,Normal (geometry)
4806,The Bionic Woman
4807,Joy's law (computing)
4808,FuzzyCLIPS
4809,John McCarthy (computer scientist)
4810,Tom Clancy's Net Force Explorers
4811,Visual servoing
4812,Lexalytics
4813,Multisample anti-aliasing
4814,Probit model
4815,Reduct
4816,Tarzan's Treehouse
4817,Cory Arcangel
4818,RFID Journal
4819,Lindström quantifier
4820,Artificial philosophy
4821,Procedural texture
4822,Oracle Media Objects
4823,Machlett Laboratories
4824,Spare Parts (video game)
4825,Bionic architecture
4826,Nrrd
4827,Bionic Woman (2007 TV series)
4828,Natural-language generation
4829,AlterEgo
4830,Jared Spool
4831,Machine Hunter
4832,Kernel-phase
4833,Smithsonian Transcription Center
4834,Virtual terminal
4835,Justin (robot)
4836,Fluid animation
4837,The Stepford Wives (1975 film)
4838,Phenols
4839,Rendezvous with Rama (video game)
4840,Digital Rights Ireland
4841,VIGRA
4842,RoboTurb
4843,Backscatter (photography)
4844,4CAPS
4845,Ω-automaton
4846,Anno 2205
4847,European Conference on Artificial Intelligence
4848,Overload (video game)
4849,Photon mapping
4850,Heaven & Earth (video game)
4851,Slenfbot
4852,The Adolescence of P-1
4853,Viking 2
4854,Medipix
4855,Text graph
4856,Brian D. Ripley
4857,Repast (modeling toolkit)
4858,Color picker
4859,Real Humans
4860,State space search
4861,Loebner Prize
4862,Judge Dredd (1997 video game)
4863,Color layout descriptor
4864,David Doermann
4865,"Robopon Sun, Star, and Moon Versions"
4866,Arm span
4867,WDC 65C22
4868,NepaLinux
4869,Farnsworth–Munsell 100 hue test
4870,Kernel methods for vector output
4871,Sixel
4872,The central science
4873,Kota the triceratops
4874,Holography
4875,Shuffle Bot
4876,Oculus Go
4877,Eurotra
4878,Recursive Cortical Network
4879,Lyra (virtual assistant)
4880,Good Robot
4881,Sentence embedding
4882,Ethics of quantification
4883,Hypno-Disc
4884,Tri Peaks (game)
4885,Internal link
4886,Bees algorithm
4887,Model engine
4888,Python Robotics
4889,Nabaztag
4890,Computational Linguistics (journal)
4891,Algic languages
4892,Andrew Barto
4893,Roborace
4894,Computer representation of surfaces
4895,Shearlet
4896,Yale shooting problem
4897,The Daughters of Edward Darley Boit
4898,Sample (graphics)
4899,Existential quantification
4900,Trinity (The Matrix)
4901,Ring (company)
4902,G.722.1
4903,Elia Petridis
4904,Xwd
4905,Polygon mesh
4906,Content-based image retrieval
4907,Matrixism
4908,Leave-one-out error
4909,Transaurus
4910,Vehicle rescheduling problem
4911,Articulatory phonology
4912,Steve.museum
4913,Computational learning theory
4914,Isolation forest
4915,Stereo camera
4916,Computer Olympiad
4917,Joy-Con
4918,CCIT 2
4919,OntoWiki
4920,Qordoba
4921,Associative classifier
4922,Autopilot
4923,Global Virtual Reality Association
4924,Free variables and bound variables
4925,Acryloyl group
4926,Cutter location
4927,Eugene Charniak
4928,Ming C. Lin
4929,Software for handling chess problems
4930,Transclusion
4931,Paradigms of AI Programming
4932,Barbara J. Grosz
4933,Dependability state model
4934,Bot herder
4935,ELKI
4936,Characters per line
4937,Embedded Zerotrees of Wavelet transforms
4938,VoluMedic
4939,Chroma subsampling
4940,Oculus Rift CV1
4941,Algorithm selection
4942,Fowlkes–Mallows index
4943,Evolution of human colour vision
4944,Glaring
4945,.dcr
4946,Machine Robo Rescue
4947,Anomaly detection
4948,Message Understanding Conference
4949,Social cognitive neuroscience
4950,Cavern deities of the underworld
4951,Normalized difference vegetation index
4952,Usage model
4953,Japonic languages
4954,Bolt High-Speed CineBot
4955,Amira (software)
4956,JPEG File Interchange Format
4957,Gendo Ikari
4958,Transfer matrix
4959,J. K. Aggarwal
4960,Autopoiesis
4961,DICOMweb
4962,Bing Audio
4963,Gundam Build Divers
4964,Gigamacro
4965,Grey Goo
4966,Health Sciences Descriptors
4967,Human Cognitive Abilities
4968,Feature detection (computer vision)
4969,Blend modes
4970,Noor Shaker
4971,Everyday Robots (song)
4972,Descent (1995 video game)
4973,Structured sparsity regularization
4974,Tronie
4975,Vasik Rajlich
4976,Bonnie Nardi
4977,Liquid droplet radiator
4978,InRule Technology
4979,"Laser Design, Inc."
4980,Ruru Amour
4981,Scorpio ROV
4982,Scree plot
4983,Electronic Transactions on Artificial Intelligence
4984,Keepon
4985,Techno-Cracked
4986,Elstree Studios
4987,Miarmy
4988,Genetic programming
4989,Matt Nagle
4990,BattleForge
4991,Vic Fontaine
4992,Pignet Index
4993,Koreanic languages
4994,AN/FSQ-7 Combat Direction Central
4995,David Vernon (professor)
4996,Membership function (mathematics)
4997,Contextual image classification
4998,Metaplace
4999,Sulfonyl
5000,Neural network Gaussian process
5001,Ijoid languages
5002,Instrumental convergence
5003,Ultrasound Identification
5004,Patrick Piemonte
5005,Knowledge engine
5006,Jenks natural breaks optimization
5007,Microsoft Hearts
5008,High Rollers Casino
5009,Learning rule
5010,Photoanalysis
5011,Critter Crunch (Robotics Competition)
5012,Holodeck
5013,Cellular evolutionary algorithm
5014,Galileo (spacecraft)
5015,Paint robot
5016,Ilastik
5017,IPhone 5
5018,Martin P. Robinson
5019,Automated guided vehicle
5020,Killer heuristic
5021,Linked data
5022,G7 Method
5023,Project Milo
5024,Egocentric vision
5025,General Instrument SP0256
5026,Shastan languages
5027,Equation-free modeling
5028,Sentroller
5029,Neophocaena asiaeorientalis asiaeorientalis
5030,Iroquoian languages
5031,Chromophore
5032,Milind Tambe
5033,Schema crosswalk
5034,Blake canonical form
5035,Kevin Leyton-Brown
5036,Natural user interface
5037,Microchess
5038,Computer Russification
5039,On Intelligence
5040,Team Fortress 2
5041,Image foresting transform
5042,Modality (human–computer interaction)
5043,Dreadnought (comics)
5044,Fabio Paternò
5045,Diazo
5046,Global horizontal sounding technique
5047,Paro (robot)
5048,Austin Tate
5049,Autonomous Shipboard Humanoid
5050,CNC wood router
5051,Universal Terminology eXchange
5052,Computational human modeling
5053,Batman & Robin (film)
5054,Dimensionality reduction
5055,Artificial intelligence in heavy industry
5056,"Dash Robotics, Inc"
5057,Georgy Adelson-Velsky
5058,Random forest
5059,Stereopsis test
5060,Macintosh operating systems
5061,Knight Rider (1986 video game)
5062,M94 Group
5063,Text to speech in digital television
5064,Ontology Definition MetaModel
5065,Common Intermediate Format
5066,Co-occurrence network
5067,Nick Bostrom
5068,Necurs botnet
5069,Swimmer (BEAM)
5070,ACROSS Project
5071,ESP Easy
5072,Logic Programming Associates
5073,DOAP
5074,Wearable computer
5075,Silent speech interface
5076,Institute for Complex Adaptive Matter
5077,X-ray fluorescence holography
5078,Pixel Buds
5079,The Iron Giant
5080,Diffusion wavelets
5081,R.O.B.
5082,The Nexus Trilogy
5083,MCACEA
5084,"Deep Blue versus Kasparov, 1997, Game 6"
5085,Robots of Stanisław Lem
5086,Subspace Gaussian mixture model
5087,Otter.ai
5088,Computing Machinery and Intelligence
5089,Niki.ai
5090,Home automation
5091,Mnemonics (keyboard)
5092,BattleTech Centers
5093,WPGMA
5094,Butcher–Oemler Effect
5095,Abductive reasoning
5096,Edge loop
5097,Spectrophotometer
5098,.ecw
5099,ViBe
5100,Universal Chess Interface
5101,Livingston Robotics Club
5102,John Cavil
5103,Smart transducer
5104,Plum Voice
5105,Josef Kittler
5106,Superorganism
5107,Francis Galton
5108,Head normal form
5109,Kimball tag
5110,Workplace robotics safety
5111,Joseph Engelberger
5112,Domain engineering
5113,Tox (protocol)
5114,George G. Robertson
5115,CeNSE
5116,Swathe
5117,The Council Wars
5118,IMeet
5119,CIDOC Conceptual Reference Model
5120,Table of keyboard shortcuts
5121,Bag-of-words model in computer vision
5122,Jeff Hawkins
5123,Progressive enhancement
5124,OptiX
5125,Differential optical absorption spectroscopy
5126,"Multi-touch, physics and gestures"
5127,Michael Wooldridge (computer scientist)
5128,Diffeomorphometry
5129,Records management taxonomy
5130,Avaya
5131,ISO/IEC JTC 1/SWG 5
5132,Discrete cosine transform
5133,Motion interpolation
5134,False radiosity
5135,UTF-16
5136,Uim
5137,Bitmap
5138,Planck's principle
5139,Las Meninas
5140,Non-monotonic logic
5141,Xukuruan languages
5142,Neural tangent kernel
5143,Roper Technologies
5144,Bedridden
5145,K-medians clustering
5146,Opportunity (rover)
5147,Japanese robotics
5148,A Studio at Les Batignolles
5149,Lord of Vermilion
5150,Mind42
5151,Nokia C5-03
5152,Michal Irani
5153,Mesh parameterization
5154,PSOLA
5155,Algorithmic entities
5156,The Type One Super Robot
5157,YAP (Prolog)
5158,IGlue
5159,Omar Al Olama
5160,Automated optical inspection
5161,Scanography
5162,SpeechMagic
5163,Chinese speech synthesis
5164,.cgm
5165,Natural-language user interface
5166,Cultural algorithm
5167,M.A.S.K.
5168,National databases of United States persons
5169,Data cube
5170,Metal Mutant
5171,Distributed ray tracing
5172,EGanges
5173,Exocentric environment
5174,Gobots
5175,Vttest
5176,Multigrid method
5177,Universal portfolio algorithm
5178,Semantic data model
5179,Social inertia
5180,Materially engineered artificial pollinators
5181,Framebuffer
5182,Godzilla vs. King Ghidorah
5183,The Six Million Dollar Man
5184,Aminoxyl group
5185,Gradient boosting
5186,Face Recognition Grand Challenge
5187,CueCat
5188,Amine
5189,Laser sintering of gold
5190,Numerical smoothing and differentiation
5191,Uno (video game)
5192,Black point compensation
5193,Han (trilobite)
5194,Michael Bronstein
5195,Metal Gear
5196,C-Kermit
5197,G.723
5198,3D ultrasound
5199,LinuxMCE
5200,Neural network synchronization protocol
5201,Cascade algorithm
5202,Arai–Samaia languages
5203,HUBO
5204,Crossover (genetic algorithm)
5205,Remote Combat Effects Campaign Medal
5206,Inheritance (genetic algorithm)
5207,Zhengma method
5208,Alison Darcy
5209,Casino Deluxe
5210,Home Assistant
5211,Wide Angle Search for Planets
5212,Smart House
5213,Lego Mindstorms EV3
5214,Maxum Brain
5215,Korean language and computers
5216,Digital puppetry
5217,Calm technology
5218,Alkyl cycloalkane
5219,ODB++
5220,Robattle
5221,Blade Runner
5222,Adriano de Paiva
5223,Adapted automobile
5224,Pokémon TCG Online
5225,Analyze (imaging software)
5226,Attribute-value system
5227,Z39.50
5228,Amy S. Bruckman
5229,Arkanoid vs. Space Invaders
5230,Multiple correspondence analysis
5231,Cobot
5232,Yasuo Matsuyama
5233,Radio-controlled glider
5234,Lloyd Cross
5235,Weather balloon
5236,Chris McKinstry
5237,G.722
5238,Principle of abstraction
5239,Image analogy
5240,Lafofa languages
5241,3Doodler
5242,Personal robot
5243,Snatcher (video game)
5244,Phosphorochloridate
5245,TriOviz for Games
5246,Language Computer Corporation
5247,Knowledge Based Software Assistant
5248,The Shockwave Rider
5249,Photosynth
5250,Semantic integration
5251,Discrete spline interpolation
5252,Bounded quantifier
5253,Wirehead (science fiction)
